Sample,Ad-GFP¢Ù,Ad-GFP¢Ú,Ad-GFP¢Û,Ad-GFP¢Ü,Ad-GFP¢İ,Ad-GFP¢Ş,QC_1,QC_2,QC_3,QC_11,QC_18,Ad-IGF2¢Ù,Ad-IGF2¢Ú,Ad-IGF2¢Û,Ad-IGF2¢Ü,Ad-IGF2¢İ,Ad-IGF2¢Ş
Lable,Ad-GFP¢Ù,Ad-GFP¢Ú,Ad-GFP¢Û,Ad-GFP¢Ü,Ad-GFP¢İ,Ad-GFP¢Ş,QC,QC,QC,QC,QC,Ad-IGF2¢Ù,Ad-IGF2¢Ú,Ad-IGF2¢Û,Ad-IGF2¢Ü,Ad-IGF2¢İ,Ad-IGF2¢Ş
neg-M112T53,202259.9245,199995.8971,242817.8892,271865.5256,620726.516,144011.3999,102440.5046,115552.0221,247177.4715,256447.8533,146568.0891,136452.9886,168724.1513,125287.0602,264594.8445,444803.5281,433555.3016
neg-M112T56,2222668.771,2198859.922,2670779.824,2391704.799,2254692.286,3422154.335,2298286.08,1999889.58,2502070.592,2585275.375,2899727.68,1896009.174,2508464.196,3899586.843,1857729.876,5245574.808,3790526.074
neg-M112T563,799412.9046,892391.1558,940000.3871,827549.7912,723697.1194,1019035.019,945153.173,885079.3326,962080.8315,778912.9377,838564.3545,929516.0265,808991.4044,910080.7388,780999.0943,1041969.536,986649.0319
neg-M112T79,3408498.313,3376778.698,4433949.229,3524124.042,3524223.085,3959321.901,2952349.309,2925593.707,3385188.362,3374813.835,4208528.701,2732169.496,3808278.423,4499676.043,2713057.432,3940419.541,5041617.949
neg-M113T202_1,19784.0004,48211.69721,32135.63744,89153.85705,58881.9621,34646.16546,364085.588,326805.5879,354670.456,313788.5839,384734.7847,762293.9481,646388.3722,878791.4306,550468.3996,551015.1572,694849.3993
neg-M113T202_2,6662645.479,6159102.368,5708166.554,6171928.568,6158632.765,6182555.381,7327499.288,6911684.067,7352732.772,7891623.853,8311804.19,11620127.02,8558888.218,9504079.215,8915869.561,8942290.418,9145381.379
neg-M113T202_3,602463.111,578273.7217,624403.2481,876327.1636,587551.4203,966986.0978,515324.7074,651546.7475,530864.6101,551876.3503,604838.7152,429759.5196,521291.2997,460690.2279,512116.0019,524597.0132,543094.4494
neg-M113T225,92456.37452,75297.37624,122891.5282,193216.4452,89729.199,86673.17783,260092.2467,294877.9301,320508.3627,360901.4539,364821.3325,603177.4881,864204.6512,756044.7841,764287.883,621364.5234,498573.03
neg-M113T227,153931.5476,362247.5929,363498.1632,357145.1545,375231.0727,451815.2059,279836.4044,252911.2316,310270.6236,246305.736,415882.0311,258053.2096,220800.3392,258465.5164,389522.7244,263652.9122,289882.8952
neg-M113T242,513721.1496,274736.3009,343757.5757,242520.4186,616001.1363,586608.9645,299104.3382,369517.0404,381443.1871,255690.577,585850.8031,340366.4529,285080.6,212560.2712,461006.834,295460.7319,269351.5796
neg-M113T250,8502217.132,8791403.313,7155701.858,8810134.992,9303791.182,8975587.55,8475092.337,7704304.675,7767276.289,7206530.968,6991051.959,6713562.299,5935586.645,9134437.145,8638704.111,7699921.261,8371972.426
neg-M113T258,263630.9465,244325.1313,249735.8278,296359.1598,232590.9274,263709.2786,524663.721,522599.684,535802.0637,494795.0835,595159.4999,1222197.309,955982.8105,1023768.508,1413886.784,1099096.672,1119711.423
neg-M113T44,2209693.65,14778851.71,25865660.61,54932111.24,9495263.778,15164748.07,8900613.193,7742370.187,10088963.26,8740794.577,10454024.76,2486507.036,5000340.112,665436.7769,5370251.759,1134702.615,1861181.442
neg-M113T48_1,2730144.579,1327104.817,1302686.856,1446073.279,1473124.293,1038597.44,1651257.887,1521795.755,1640775.771,1439187.681,1736058.456,504587.4687,1549485.294,2146826.121,877867.5717,2507935.632,1146612.48
neg-M113T48_2,595082.3697,28292256.22,702884.108,618529.5524,392742.2093,32937616.41,377354.5542,866366.8418,591676.7198,900251.9327,539004.8883,49350351.17,1005539.789,849647.981,807941.2033,836820.2355,672614.5378
neg-M113T5,1230664.344,823125.8033,727885.2692,523648.8434,722804.3695,717382.8785,208958.6365,583444.8089,840515.4612,519706.9687,683695.5618,848293.8089,730175.8046,656561.8632,750002.0682,846540.5762,724820.9754
neg-M113T505,3898714.58,3522185.916,613297.9484,4417584.69,818540.5906,4238643.781,3751728.11,5127225.067,4047813.188,5257084.172,4073730.049,3958331.349,595882.6644,3705938.392,3899163.963,3921912.816,3773840.039
neg-M113T51,29133879.55,32380031.72,29582943.84,31407043.47,33786100.41,38845684.98,39111949.34,38980978.82,38626112.64,37713694.24,40855677.48,55558297.56,51711295.42,48468506.01,53779278.49,49725730.55,49498605.31
neg-M113T543,28570173.12,26545659.97,26580985.89,3443443.483,26408459.7,15323243.07,18949002.21,6643003.134,18285544.56,6029861.46,19180451.09,19272193.34,5369877.323,24210495.92,19549057.49,15310864.79,9442678.778
neg-M113T559,458194.8286,496306.0911,575616.0249,615051.5121,421822.9841,474653.2774,340439.7833,422794.2799,388146.4142,460331.732,408224.5995,380264.1294,548173.486,525990.9147,428528.0105,420917.5416,450447.4809
neg-M113T563,88072.13397,2937198.127,92251.62033,86189.45749,83645.52411,3123800.137,91381.33295,95767.30373,82785.80211,84006.44853,86587.02563,112866.8304,94183.34378,82970.32381,90709.54648,97239.03595,107527.8811
neg-M113T569,861196.8562,4785190.134,2624670.937,5130598.857,2474314.875,6256180.172,4226525.796,4348618.246,4627455.292,4887450.224,5318063.252,4853278.144,874275.0233,4925562.727,4574393.8,5973810.188,6504934.698
neg-M113T69,10925798.99,14824786.54,14926745.55,11738638.83,12549746.47,10612930.8,8704362.376,19757962.6,8969795.589,22340666.2,10466910.48,17293981.29,6650935.188,11304488.65,20276625.52,8438115.157,17132243.92
neg-M113T79,135627.4163,143778.6381,199719.6683,142080.4403,129893.8158,171111.709,123615.3658,102160.9091,151525.004,233224.9513,165064.875,216952.0077,152781.1505,211028.2873,99871.46543,139029.7089,209299.1598
neg-M114T202,1416168.449,1329738.964,1283004.415,1377473.184,1498460.173,1591400.543,560639.4673,370989.4231,363846.0963,380822.5904,491371.833,610855.4434,466694.0059,400637.8073,478588.0486,464735.4359,477040.0726
neg-M114T51,1522407.74,1514210.29,1547982.958,1561770.308,1682732.287,1951594.006,2059573.165,1959797.727,1959396.675,2278455.35,2616281.069,2832408.887,4561635.873,2276451.749,2707403.593,5635947.456,4111325.624
neg-M114T54,11268240.24,12419978.35,13525125.11,6869224.619,7781288.052,13015230.49,9374563.068,9361196.753,11971226.05,9848393.51,12458486.36,8965647.955,18546190.95,12735950.12,8468553.35,7974825.554,12337867.98
neg-M115T202,482893.2412,447408.7649,420508.4137,410688.6987,479249.6606,556440.3797,667405.7863,858235.837,662425.6994,919590.033,798756.4085,2708854.528,1961452.739,1128662.27,1810359.137,879506.9995,781846.9512
neg-M115T215,1287360.944,1638821.963,1518546.45,1736456.366,977422.0623,607615.5269,942724.2272,1091284.803,946324.9697,961815.3243,692636.928,419943.2566,476965.0768,731471.1294,731197.1024,780814.1779,461757.9864
neg-M115T245,2727158.566,3436627.978,3036677.758,2677298.1,2853024.329,3546182.836,7815542.382,6708486.394,5400991.887,2764336.115,3363438.641,9154717.457,4269546.477,3585189.803,3847860.933,3908759.861,5395786.136
neg-M115T256,5281713.346,4985299.997,4307112.207,4543272.389,5423544.863,6028872.118,5506966.469,5465560.757,5527868.766,5585610.238,5968960.282,4673565.452,3997248.973,4084620.504,5063837.536,5125353.798,5791217.82
neg-M115T349,2528157.117,1933686.459,1620479.081,1592973.952,1562032.627,1674938.595,2311258.722,2711883.947,2076664.46,1708208.559,1297276.476,3138676.204,2371524.262,5155134.373,2454399.452,3292074.604,1609847.414
neg-M115T405,16845803.33,15474393.91,8934298.683,6069356.79,6632310.815,6622501.048,11343030.22,10376394.36,12515890.62,8302483.151,5508281.602,12131825.67,13975636.37,11785031.26,7027964.656,7717212.381,7498326.291
neg-M115T448,963750005.7,863033503,785499619.9,313497666.7,531362025.4,492121212.8,633804655.9,803308234.5,1020079103,664331839.9,410233487.1,873719774.2,854245573.3,782262573.7,573312661.9,552635279.2,441411890.5
neg-M115T47,1075342.559,776472.514,1213020.14,1756200.081,2095687.379,1068274.863,1425120.38,1295543.276,1519258.694,1364433.078,1622192.323,779430.4199,2180860.15,1432004.89,1823418.023,1580679.063,2371800.258
neg-M115T500,3628729.602,1254879.526,4823227.702,1166677.515,1435601.845,1137030.371,1071536.384,1543156.788,2541418.228,1047833.18,1393571.559,1126956.343,126145830.7,3692622.713,5744866.002,1212225.007,844730.1812
neg-M115T540,1786977.478,1738652.618,1067825.22,4066921.089,1600901.621,5447084.244,3708187.444,2536432.881,3570244.45,3847587.23,1262289.443,1344224.556,5219969.908,2447916.612,1650467.548,942484.5017,1783764.077
neg-M115T541,475924052.4,121487933.5,173513621.2,153724490.4,117023405.2,149039627.2,627990779.8,815065275.7,484038942,366860421.3,227035788.9,231623578.3,282640666.6,421060074.7,290480428.4,195166308.1,129556276.8
neg-M115T55,563690.8284,580275.7064,644253.304,332303.6801,344230.3083,905011.7576,376065.9024,316666.0354,605288.3854,438468.4332,663199.2243,327697.6297,912044.4806,548163.1602,350614.4781,493802.677,492613.4393
neg-M115T77,78015.6344,110947.6757,94554.09126,89089.77576,91223.91816,93249.46311,35432.09574,42172.4143,42763.45888,54702.37222,54716.04329,1531719.954,1476445.348,1486734.495,1500159.731,1784060.71,1658273.585
neg-M115T95,14593719.32,18157991.11,18111547.03,18953476.03,16225688.62,17067967.52,16645714.71,16155986.44,15947870.62,16813877.63,18151125.64,10274468.94,19924087.64,15992919.68,17063467.25,15138324.92,20732831.76
neg-M116T202,4983791.777,7193354.404,5837103.457,4414403.574,6955167.534,8145033.392,4189698.652,3957125.207,4065796.273,4429878.941,4645764.002,1499002.743,2822420.831,3060704.043,2911431.684,2764281.844,3185299.168
neg-M116T235,8630658.153,3584058.242,4714618.682,4408394.093,6516113.35,9755636.616,6301125.809,6142381.399,5378133.256,5288953.573,5525748.867,3598523.352,4076290.22,5044529.923,4987236.443,6269170.379,5375783.084
neg-M116T249,715748.5991,1202590.463,984532.3715,1118217.962,1054093.12,724473.4267,586802.5535,534836.3763,527995.0386,579748.8149,611398.4971,261307.6758,324275.0309,11341451.27,428223.9224,11960008.24,11402589.73
neg-M116T256,240434.8699,240712.4065,189137.9465,213164.8446,264510.2583,288439.5708,246745.5927,255538.8993,297535.1924,303903.0873,283535.4238,180044.6407,193312.7583,146534.5132,218703.8666,228939.6936,298625.8527
neg-M116T349,2452777.67,1671020.457,1572505.371,1349072.148,1175273.783,992736.5829,2699343.394,2402160.001,3680171.349,1521927.233,908549.9522,1465486.725,1942131.757,2144415.463,1388731.643,1289725.087,815843.3501
neg-M116T54,1171758.861,1215727.375,1257957.111,1266580.543,1566039.782,1418776.211,1058020.447,1242229.43,1140403.876,1230438.056,1401150.533,1925482.858,1252909.335,1469387.516,1476220.114,1741979.799,1992361.102
neg-M116T56,47144503.14,47382760.1,46169028.47,42315807.86,37418431.53,58976573.53,39858570.72,39302002.8,48245578.09,43192591.82,49375219.64,40539238.85,58570218.36,47655952.71,55449170.34,40721006.37,48850609.72
neg-M116T564,4764170.068,3897215.024,3598334.965,4372216.994,4083033.066,4348950.318,6234762.199,5087884.407,6022905.427,4034730.744,4100068.991,3264527.299,3328582.017,3979327.513,3904664.685,4630968.14,3917895.912
neg-M116T592,11204390.51,5242835.846,6902638.762,7663352.24,5318271.308,3909068.061,10336118.71,21312773.3,15564671.46,6131854.471,11400604.47,5649745.631,5983486.641,6299559.518,7380956.308,4638110.17,4338264.989
neg-M116T95,700437.1323,907987.3002,844910.2154,898695.8043,804818.927,861946.6666,863191.4758,760301.3945,818135.8874,795595.4755,856821.3339,539871.9436,947442.3664,802013.6078,849869.8582,839537.5769,1110363.179
neg-M117T111,13011400.54,16873306.48,15928896.91,16148580.13,14168023.76,16520703.4,26555148.74,28861637.1,29781175.7,37274569.74,37448685.85,68014615,56978160.05,58971238.75,54876564.77,55904024.06,78359882.91
neg-M117T202_2,2157275.533,5619015.091,2316495.526,2506564.958,3346527.421,6583699.149,4531666.163,4713385.217,3495172.797,2373905.811,3585570.37,3029502.259,3586058.875,3629861.818,7086128.691,3892959.234,3884189.142
neg-M117T226,17144784.05,14456423.32,13888912.72,15197547.63,16777178.09,18412432.7,3168431.012,3004762.393,3159766.612,3125179.445,3215116.614,3965025.504,5803867.72,6028777.413,5818315.666,6074187.536,5257636.99
neg-M117T251,277228.8395,435614.3604,727905.2221,3940224.025,1515736.9,58965.3069,706215.5976,732768.7561,765960.0808,714757.7762,742164.1337,150986.0404,218324.4994,119715.6811,124573.0753,172235.4788,237571.6486
neg-M117T447,11873127.35,10462173.31,11128783.76,7677753.245,6562228.807,3911727.245,12916924.68,7774524.156,13140286.94,8885485.586,2642906.979,11509564.94,5789335.285,4246576.754,7325733.343,7077207.753,4315305.374
neg-M117T49,220294925,297482952.1,280856790.4,281588543.5,333648610.2,311354711.8,271708309.1,265048764.6,274038415,343370768.2,291925258,389492136.4,254390120,236402323.2,280008018.4,275268096.4,307990902.2
neg-M117T556_2,1264354.326,1366891.723,1186317.88,2636231.284,2608864.801,3197759.51,2169432.486,1066140.6,2240147.568,2547885.895,3291683.753,2913659.874,2725997.707,102516.0834,3250045.254,3556637.998,3950425.632
neg-M117T56,2545682.582,2330224.099,2675850.574,2702811.448,2253389.017,3428007.413,2441666.466,2270101.293,2814908.998,2463816.421,2816712.455,1852174.424,3478548.926,2944996.945,2414609.318,2559542.572,3050201.689
neg-M117T562,580374.8799,2414606.892,742538.217,758922.4733,753393.4437,801423.7158,696971.1103,681624.7358,796744.2434,709957.8308,765469.463,726577.4709,702903.1084,756827.6057,725722.1216,709227.0137,921829.7679
neg-M117T591_2,425945.3071,3611858.928,3589672.267,500909.2464,365951.8528,550536.3481,744998.3879,756166.0278,786616.5457,357101.3936,256374.317,585149.3185,325192.8869,369871.6461,662702.9144,326707.1204,711043.9187
neg-M117T64,12766090.93,9777373.507,14769469.54,11737499.29,17301014.01,17557729.15,16379327.59,14931315.37,17579598.69,16431538.51,17927519.6,15721770.39,19080160.43,15770493.13,24574588.94,13468562.76,32319460.66
neg-M117T72_1,41474217.09,532554.8479,1172955.324,419424.544,623721.7315,625895.4356,9460352.002,53639803.77,35025366.75,35967428.36,37521888.63,884993.7008,34660942.95,38316118.86,44192177.53,42871241.18,41725389.59
neg-M117T72_2,2524490.422,25474.3427,30096.86961,69768.78549,89844.07073,3514100.771,45746.30177,36622.03014,46127.73492,66752.40799,37353.35881,138363.107,38106.55698,2685581.097,60649.53127,28747.40171,54874.67259
neg-M117T87,5717237.668,3666637.212,3572283.575,3620014.511,4282322.46,3463106.09,10531738.49,9505573.006,11695513.5,10079962.55,14717002.28,10702952.19,16935547.94,13330056.71,14548931.74,15513399.05,13454482.15
neg-M118T111,641952.633,755501.5423,925373.7177,852424.0148,704496.0204,1263115.223,1514017.639,1682831.581,1640146.348,1909845.398,2982912.654,3604290.716,2832843.383,2971335.775,4107030.085,3156788.458,5350964.781
neg-M118T177,152663.9217,182043.9653,214378.7463,135115.1693,138224.0248,181845.8618,123452.9232,140341.8615,122404.7309,105772.0603,76087.531,96934.96738,167583.3809,94488.86753,247218.88,116523.4753,110872.7145
neg-M118T235,6823384.555,13071694.2,7873670.96,8747604.438,7351042.221,6567250.758,6816952.211,9597829.995,7240229.689,7380303.368,6662764.746,6051534.378,7630637.679,5988133.309,7043727.906,8082435.419,6716345.965
neg-M118T244,6310917.076,7533539.412,6269997.734,5724903.054,6547090.99,6667132.517,17187521.28,15273016.36,11847976.35,6745292.898,7018935.769,9889143.716,9957508.2,7844732.513,7891231.937,8493563.893,8558234.627
neg-M118T259,4628717.715,2565047.023,4303002.822,3471091.74,3184813.738,3211881.217,2725013.397,2767052.636,4356539.32,6668244.925,7124432.506,7085676.723,4394139.52,7305438.973,5007365.288,2947315.323,4223163.1
neg-M118T278,11914737.14,2536172.13,2258955.86,4454365.54,3558200.019,7316251.121,3931037.996,5068365.74,3181070.855,2543447.107,4177271.617,5382667.656,3599186.019,4649103.058,5384454.038,3191276.499,5009312.623
neg-M118T292,4351217.157,5106966.762,4594228.001,3182330.778,5716520.886,4256095.279,4006572.151,3708060.813,3781839.664,4568764.284,3161384.567,6753516.667,2525254.764,2915908.93,3164728.078,3850941.156,3213813.84
neg-M118T311,2806821.143,5014657.66,4372357.375,3948840.228,5644518.592,4320349.253,9642672.91,2751643.821,4553990.777,4065566.908,5255890.365,3552245.165,4975228.67,6831855.6,3926168.53,6648212.711,4273042.263
neg-M118T332,8254446.534,7270411.592,3633524.278,8854123.727,5148415.047,4089046.801,8731753.529,8911713.637,3620205.283,4545157.54,12137056.51,6052240.938,3057268.031,2922058.044,4075164.87,5024242.11,14854670.4
neg-M118T361,4151396.683,3551433.957,2691080.504,12151128.02,8134143.552,3492066.644,5733736.319,3264138.388,6150482.505,4895157.944,10406408.72,5944033,12099113.35,4636197.101,3653096.768,26595784.21,9791448.956
neg-M118T393,11130993,14519834.38,4447174.037,10940226.98,6208605.652,4648949.863,10977650.94,4728391.847,14645881.21,5947897.468,15549337.77,4246737.491,6291597.556,7593116.723,4871989.078,7894766.349,6066836.207
neg-M118T405,33536980.23,19800211.89,21439727.94,63016605.65,15544459.25,15401235.42,32211760.76,20159009.14,24241172.28,9653768.984,14744750.55,26599147.02,30997016.86,24510668.08,17272281.67,18969556.06,16585078.56
neg-M118T420,12019427.36,7870143.131,7315904.735,8481641.533,8594168.857,8485234.43,7959929.337,7585762.23,8508617.684,7772766.603,11151947.59,5747753.872,8174592.217,7339532.925,9082566.564,8937038.028,7694359.76
neg-M118T447,923556591.8,1732282842,1589150931,1229558859,1061457512,975451033.1,1075530711,2124068638,2038808931,1346446455,830363014.2,1793734381,1648280312,1581039679,1147840749,1060867744,915245269
neg-M118T453,18850644.34,19139836.78,19614092.9,17693737.93,11860220.21,21118380.64,19203445.43,26004495.42,24130534.45,11884254.12,23189001.95,13510743.52,18013348.1,18930127.44,16762993.3,21162660.71,30282485.8
neg-M118T469,18965287.65,32367505.58,17257756.13,25242040.84,20628949.13,26471581.2,22536046.33,18545603.14,18871208.16,45408224.29,30031867.19,23131251.85,22939042.94,24114119.11,16137641.22,63998225.84,26272711.55
neg-M118T481,509580456.3,412960143.8,385110567.7,326508266.5,351945681.2,364849062.7,249079711.2,468143064,460035223.3,334548558.2,327726801.7,423928783.8,316892648.8,419364676.8,344026854.9,268569198.6,399431467.7
neg-M118T49,4486253.979,6024893.013,6081788.55,5631927.518,6355952.49,6376430.326,5612725.806,7516244.822,5603712.909,6948000.321,5996077.383,7818177.886,5391620.48,5125797.821,5832754.709,5777627.27,6062449.243
neg-M118T50,12201513.47,13035289.09,14225822.66,9380694.266,9609119.213,13047513.16,12386049.17,11524706.1,11075217.19,11356281.07,11982230.67,10070303.09,19154701.57,13161859.79,11173811.91,9819352.275,15302235.04
neg-M118T523,170048209.6,168893470.6,165623098,282321824.6,166584043,296545872.6,161581930.8,161505255.2,147576500.8,150711470.3,174565529.1,152238371.6,265981390.3,273482779.5,186463620.4,187398550.6,197155403
neg-M118T540,297956402.3,472476324.5,265589075.3,344163744.8,152879498,198829142.8,362021093,291906234.7,400677584.8,486223129.2,252507115.6,312013732.7,158734423.2,344246182.2,337048364.2,340127788.2,169047055.1
neg-M118T553,140757136.8,124850524.4,124848525.7,87016654.77,69349989.31,63217425.65,121586854.4,108539693.8,157416201.8,89366015.25,57688643.92,149085891.2,140670153.1,114297856.4,88514271.66,81145599.42,67196205.37
neg-M118T565,927262.5754,813622.244,819097.7972,1103110.832,937630.9658,955424.7808,940021.7075,873005.2996,928926.7322,871481.0324,915131.4524,875640.1327,1052286.814,848062.4797,979572.5142,1013425.455,1103665.203
neg-M118T65,507022.6583,420100.2183,607183.2331,508580.714,616301.5379,742847.5261,659745.9643,655942.5612,657900.8672,627564.3027,803559.3828,617952.3761,733961.386,684344.3797,1003198.247,508314.8939,1254737.109
neg-M119T112,319054.4382,263249.6988,269512.8004,34302.04401,301523.9995,293827.6661,315479.955,147973.5165,147887.2454,207389.1324,172606.9669,245457.0375,313544.0241,413986.3931,364471.5764,368487.2184,462845.958
neg-M119T181,223636.6998,382763.1766,305831.9094,164764.4588,140245.4465,363027.0254,38637239.64,35401720.33,82287013.85,61399837.16,111465156.2,224345637,162104056,174982297.5,94311340.66,93056280.69,185897625.6
neg-M119T203,332989.5136,784245.1261,499650.0499,509091.5846,634172.0699,629299.867,172317.633,271243.8181,343014.9001,514272.9419,484982.3209,202058.5542,315587.7779,352142.2856,314501.4214,429623.9345,986101.2755
neg-M119T224,2084711.501,2575188.075,3020571.731,1947023.55,2706192.303,3692188.832,1281596.724,1346506.087,1739475.102,1387341.66,1963224.985,767546.482,1023672.061,915007.5783,1098411.104,1261492.464,1592696.798
neg-M119T226,547984.3641,170245.3986,800725.5217,464840.0615,270385.0169,502703.7666,3062606.717,2900793.856,3144635.558,3006629.822,3085783.617,3960560.743,5883829.367,5889817.762,5754132.148,6042061.021,5269533.832
neg-M119T244,1804399.01,1828550.813,1786850.503,1315020.513,1630880.273,1726357.778,4356431.634,3857436.809,2911008.455,1755449.559,2042988.711,5132267.716,2535147.278,1884473.862,2190539.717,2120690.426,2125243.625
neg-M119T245,878948.9209,1096971.814,1329527.254,1698836.036,1090881.955,1135182.251,808843.071,760083.5736,1040940.81,1871619.953,1227357.391,2367164.687,940627.5359,1288491.726,2398756.747,1378361.655,1059779.962
