Sample,Ad-GFP¢Ù,Ad-GFP¢Ú,Ad-GFP¢Û,Ad-GFP¢Ü,Ad-GFP¢İ,Ad-GFP¢Ş,QC_1,QC_2,QC_3,QC_11,QC_18,Ad-IGF2¢Ù,Ad-IGF2¢Ú,Ad-IGF2¢Û,Ad-IGF2¢Ü,Ad-IGF2¢İ,Ad-IGF2¢Ş
Lable,Ad-GFP¢Ù,Ad-GFP¢Ú,Ad-GFP¢Û,Ad-GFP¢Ü,Ad-GFP¢İ,Ad-GFP¢Ş,QC,QC,QC,QC,QC,Ad-IGF2¢Ù,Ad-IGF2¢Ú,Ad-IGF2¢Û,Ad-IGF2¢Ü,Ad-IGF2¢İ,Ad-IGF2¢Ş
neg-M528T307,226389.8918,308959.2108,347688.6519,328867.2984,391362.6915,319484.5173,285812.4437,304520.86,309998.5325,302627.1355,303247.9126,372550.3692,235934.6305,224165.3404,306366.1043,253169.1579,357722.5062
neg-M528T320,1201937.944,1637321.714,1825441.614,1402433.055,815711.6138,794903.0328,2439443.345,1938067.033,1703157.275,1519569.466,694830.2482,2370638.242,1817872.936,1439970.718,1267731.416,1032877.526,971349.3977
neg-M528T332,7075929.85,8307895.489,9226861.801,7234721.287,8093127.608,8872224.376,10245556.22,8660514.13,9107236.586,9924976.033,8754128.439,14018158.39,10161208.06,10082334.13,12625594.54,10030058.48,12417742.16
neg-M528T50,19864.06545,441173.7045,377027.1302,404615.0228,347523.6017,733227.7582,233769.9128,263342.1823,312318.9845,255273.5173,443377.5712,743574.1908,173782.6002,56842.7308,504314.5882,134295.1946,541265.631
neg-M528T554,758150.9233,806705.7721,762536.1844,668900.5397,1251529.411,921202.8676,257200.7631,245180.8216,242565.2901,291940.9818,388830.7317,54579.16777,26285.9802,25980.0145,52569.73893,122730.3444,67343.32441
neg-M528T565,161823.5572,142404.4851,181714.8472,199151.4144,184237.4546,243476.6496,110539.7396,166493.0495,166876.2351,181131.2908,204755.6564,36048.247,302872.9927,319103.2521,136586.3056,276573.785,364921.7037
neg-M529T180,495332.998,482678.2012,641486.8836,518101.3075,640318.4403,554007.4966,841276.6408,882757.3739,1304731.288,1795543.744,1511625.701,4067045.526,2997513.121,3696742.519,3298544.235,4738724.901,3924004.931
neg-M529T186,239461.4437,255773.5965,323821.0759,262833.3445,238192.018,228167.7776,421672.9292,437649.0725,365374.6978,246497.4601,216078.6757,757052.436,599214.554,540281.0107,528423.5013,638256.3388,402204.8397
neg-M529T213,172523.5987,253818.0244,113759.3926,293611.7128,111221.5214,74779.33215,33393.35429,25713.32763,51890.16218,73992.8789,75032.6517,205542.7844,170842.9028,138005.2723,179718.1232,148324.1549,138572.6314
neg-M529T238_1,70009.69514,75787.50641,55221.54429,70710.4871,78848.82155,68910.0505,79966.65877,64982.4736,80505.93269,76433.94013,52879.90302,69094.75642,89612.09615,74246.10805,74544.77628,96468.54367,77118.0724
neg-M529T238_2,39681.68377,43514.22338,19158.95546,34497.18965,45791.25515,44762.72861,29594.44037,28541.12372,31757.54544,39405.75249,22456.60989,36039.36869,38802.77238,59012.67062,44610.62767,34599.64426,37345.68796
neg-M529T297,18034.59617,64199.45536,102380.2781,59844.23578,36424.52271,75466.44847,43790.82235,48928.4403,51490.33672,55909.24369,49241.80009,85953.80834,34770.96577,25609.35965,87350.83263,38000.52209,123821.9704
neg-M529T307,951033.6461,1064041.604,1033591.623,789921.2269,517842.4799,476821.8032,1152962.514,1012290.72,985781.5814,807914.2719,329501.1326,1744974.303,1052291.376,887127.1476,620801.538,453243.9987,448794.5691
neg-M529T320,559539.8488,752408.7851,551858.5849,462099.4694,342985.3828,236820.2254,982761.4216,651410.9052,746845.2253,670236.6433,175024.6618,810821.758,822807.0554,489824.7237,481337.2844,284625.2048,297822.7019
neg-M529T325,205994.8051,231202.9964,255753.7677,412605.1351,704153.4666,395368.1721,370666.3129,417891.8583,361257.7354,447535.6557,498340.4385,208289.199,537869.7807,555230.7988,991568.5138,618227.6671,965710.5851
neg-M529T333,2047735.559,2354121.501,2675320.958,2098728.865,2257502.678,2369047.117,2875010.148,2850007.14,2935080.75,2971946.964,2830022.587,4078722.975,3173805.225,3041299.974,3551891.873,3027353.926,3564488.139
neg-M529T472,387210.3788,1952780.426,790072.6558,1382040.678,1604354.605,1569428.354,1504206.605,1970869.871,1830188.123,955615.7654,1432189.959,1465843.88,5471310.32,4270138.969,3074100.744,2243112.146,2558612.784
neg-M529T48_1,722205.0026,707702.76,617193.0535,773207.0364,729882.8969,828822.2573,544267.5411,649193.4469,604546.8425,701779.5524,528841.9891,673156.5606,407205.9559,186169.7083,873219.7661,338985.9766,807542.9288
neg-M529T48_2,4998805.727,896364.3476,513295.4345,1078937.561,980525.4244,786529.2397,959249.0008,212822.6683,1125607.229,1196630.392,1154578.915,988002.786,1163780.423,2606853.146,1130271.902,2021742.994,1006346.747
neg-M529T50_1,874165.2557,176121.0001,233424.1505,343982.8607,314955.2156,736666.5926,211094.9325,382285.992,356977.8527,133866.9161,368674.3066,582004.6249,250423.5054,695510.1792,761757.8229,615899.7578,736452.5182
neg-M529T50_2,218595.246,1289663.024,791294.8066,1074936.774,840823.7199,1721625.314,802136.6818,687559.045,1020636.909,810575.0677,977342.5277,1742047.921,780466.7672,408017.5025,1458519.884,605461.7897,1276132.766
neg-M529T58,1929228.112,4736543.762,3941531.621,5008914.152,4634954.788,4588779.913,2529003.899,3677212.316,3401799.687,2914006.012,3615654.988,3087858.558,2435460.066,1615868.257,3130889.212,3132823.769,2652703.791
neg-M530T229,110165.1734,50245.45805,248449.6312,342522.3468,887909.9851,201493.9363,89728.58291,143183.2806,144502.9247,131029.5575,173096.4382,5816.424637,45244.09953,74178.07951,13146.37555,19834.07536,13364.7159
neg-M530T320,317958.5759,409409.8049,548602.2962,402480.7491,220181.2186,153811.5352,724706.5617,510632.8196,518560.1148,441123.2502,218101.6791,695617.1324,528915.7664,451219.6109,358356.2201,282114.918,226605.2259
neg-M530T325,156946.6798,169936.7158,174696.2276,204952.88,69226.50102,126639.3757,51068.63431,65677.69488,45367.26709,134367.7275,107911.3686,195665.1027,233136.9491,98453.82009,248432.0467,188867.8925,218915.7682
neg-M530T333,412025.8611,316584.3365,426265.7714,426546.2016,364331.5242,545478.0317,724237.2268,525322.8324,532238.4984,467160.2745,367617.0894,832595.7413,770158.4802,642435.5315,695477.1712,694303.7205,743517.1072
neg-M530T352,842688.0831,1359373.24,1449873.29,1442438.014,1274802.319,1501020.799,1478359.43,1700209.383,1465480.775,1462602.632,1190154.517,2007994.049,1663479.694,1895694.578,1810984.72,1381145.422,1985234.108
neg-M530T355,11863914.06,18499653.72,10202585.51,13466561.15,12648207.4,7387099.539,14693097.22,13060773.02,10527198.31,16297516.98,7087715.685,11198403.45,11285843.44,8424139.151,14898079.17,7574102.223,7067416.092
neg-M530T436,374601.5918,310856.9247,426363.8205,206581.5786,104705.8522,114627.3134,210641.7785,395705.6562,287533.6206,355731.5184,73064.85433,368510.1847,267993.9477,624318.4871,277304.3533,260217.0129,272448.24
neg-M530T58,239777.6995,467900.197,473957.6916,517955.4372,429612.7155,491589.3773,397306.8499,378948.7869,350941.3094,320454.1549,373334.6399,321120.9253,339525.1156,160113.8097,388807.8591,171516.0674,102258.3342
neg-M531T180,157201.5684,153524.7017,135492.2391,110699.2111,120101.8577,193495.0052,490602.6196,717427.0018,611646.7274,826358.3498,736106.0925,2478379.449,1507256.535,1780930.84,2767742.491,1458487.587,1381232.492
neg-M531T250,188374.4672,156552.6254,350959.8484,71618.57722,253240.1225,316309.0737,99825.19141,71345.97565,61968.20558,65203.13594,100313.2946,177789.161,199339.8054,158512.9412,180478.4122,132873.8942,155333.6827
neg-M531T296,1061946.762,370473.752,406559.5036,419257.3521,846397.2268,565582.2203,505494.9684,461476.6091,540733.6917,507364.8929,574276.3096,894073.878,490997.8169,464130.1503,1519093.828,1077483.944,1205344.164
neg-M531T304,201439.6105,129126.2416,273622.0076,509465.9573,191118.5304,240857.4666,105659.0289,71221.42424,62824.01431,77081.60066,73598.53229,243378.2936,141955.098,99530.12192,420090.5188,250478.4044,412676.1081
neg-M531T319,44461.32212,90811.26895,107245.868,78338.20968,87712.4481,54911.56509,151686.703,90083.73559,109142.2718,94613.64939,98580.46928,156346.6147,128603.9203,74666.72586,44208.2626,123577.7345,191583.6777
neg-M531T355,2787916.039,5227298.46,2488209.442,4102668.505,3362570.619,1956884.605,4218988.312,6693247.843,2803790.092,4513677.868,3036476.466,2891658.213,2417958.48,2608606.469,3763119.742,1991801.337,1893146.77
neg-M531T47,394929.54,1935094.1,1469604.669,1570380.817,1649566.874,1939720.473,1388959.086,1530503.813,1618237.517,1615138.165,1584605.976,847328.7379,1349471.319,899063.1293,1280924.746,1196934.626,1410351.116
neg-M531T48,348654.7023,1324876.194,1064647.7,1171628.301,1112243.71,1431519.95,980253.5696,1099669.684,977420.7692,1111822.301,870635.6886,1276959.49,867274.6896,358864.8546,1448425.909,738694.8678,1272719.965
neg-M531T49_1,1817309.397,156317.0724,1394860.164,1626724.849,168652.8019,1692051.153,307358.9216,249632.095,467159.8022,240403.5605,489677.0419,752775.4417,1354208.4,986011.2863,1217994.835,1273408.867,1430501.048
neg-M531T49_2,4160027.668,1989457.501,2865388.946,2121814.457,2441186.492,1620003.57,2388034.548,2103538.152,2326793.402,2848412.274,2084505.418,339114.974,1944132.18,2627239.153,695070.9921,2816383.566,1543711.589
neg-M531T51,242698.6084,359337.4895,274884.9875,402177.8615,320630.606,509449.3521,421146.9386,273832.182,458235.8367,366665.3984,539759.9238,245323.8458,568847.5823,502058.4649,336298.5215,518382.9253,489656.2486
neg-M531T530,558187.484,3663634.278,3590312.431,3000477.117,2154570.718,2337380.741,1869479.957,1834545.785,1391872.982,2102543.963,2585845.564,2294893.696,3950010.273,3231704.466,1447893.176,2558060.552,1579690.209
neg-M531T552,526140.0676,1648286.923,1338672.203,2712119.625,2727513.362,2273136.306,1210588.892,1121507.761,998341.5927,1370914.948,2031408.183,1111519.18,1721504.842,1936834.201,1197000.33,1330079.722,2181034.638
neg-M532T287,403164.5068,229448.9348,205076.8548,162107.5032,133205.671,69442.65999,298201.1141,296430.5567,252457.1865,192827.139,65700.13478,202886.2591,266548.8913,251735.5635,119808.095,97583.03928,45170.37128
neg-M532T297,60184.46146,71122.50914,98330.2817,73724.10636,93399.42784,162174.8144,121020.1136,115285.2629,107515.6855,138033.115,145274.1517,263497.5243,127180.5661,108359.6658,269717.1121,205180.4316,290997.6348
neg-M532T387,211148.3882,269980.7858,296847.4067,340964.3555,229049.9299,217531.8639,669884.7701,475004.7496,325034.1235,399202.9937,273442.3837,632025.5617,511390.8692,367233.0171,546777.7829,137684.7003,334989.1741
neg-M533T180,240082.8636,133376.9598,246897.4349,251805.8017,323616.1322,397071.2919,177294.9483,190088.6626,112568.7388,273534.0602,229031.9898,1298644.457,447435.4525,305679.7138,492368.4362,785658.3258,616125.8932
neg-M533T185,326851.2622,245727.3586,191133.1707,205129.0185,212116.8972,437521.3216,835488.593,528642.6062,725856.2316,940359.3836,846124.856,3293094.759,1091433.83,1675379.335,2451111.354,1870270.223,833057.95
neg-M533T307,19746.69356,67715.43381,120153.9711,63944.50997,60762.30048,125667.9796,56905.05939,69718.65997,84425.17072,127568.0694,141553.1814,216123.3674,110110.2422,101430.9298,199114.0475,194879.6382,193918.2759
neg-M533T47,240818.2511,1701096.608,1412088.437,1510008.913,1475493.453,1794479.925,1315001.124,1247554.667,1624038.698,1572946.279,1505766.119,821353.3575,1291850.8,765671.5165,1177630.697,1046760.461,1263762.015
neg-M533T48,48357.5517,898496.2366,599385.5824,708134.8624,755138.1829,989707.3353,587475.8246,717773.5135,642064.868,772569.7354,608046.2628,808412.1696,457731.9939,247858.7781,871456.3345,451825.8274,849084.0899
neg-M533T54,446753.5652,942464.859,741186.3252,896477.8656,960705.0318,1147951.27,851434.4527,755690.6507,549760.7674,658738.7053,520520.7863,1588684.916,418303.8679,113947.916,1235282.992,479866.1897,868456.0272
neg-M533T599,72355.12348,60439.56639,49246.06672,56089.38427,66292.08915,58735.52778,86436.38151,45741.37138,36567.86368,83803.87051,41288.69373,89031.2114,59760.67965,63018.74364,74168.43651,61922.95616,46864.255
neg-M534T49,37540.76156,157496.6864,212662.1074,237276.5474,133021.3736,332310.0143,114503.008,158189.8116,243140.324,123423.9345,129250.2145,185010.4357,49901.3023,95797.96445,202556.6631,99784.30172,564463.954
neg-M535T187,223534.7694,142580.9828,152411.7355,150587.6032,119276.1017,186622.0496,312430.1201,156467.4285,473063.9213,400044.841,340433.7173,803442.5433,613376.0954,667156.5205,848309.1163,739142.7674,707387.0341
neg-M535T320,1960204.048,2021630.988,2747491.881,3017266.863,2115131.886,2141974.544,3678149.384,2617492.707,2680282.878,2464663.336,2217033.732,3360242.707,2701711.668,2238520.809,3111640.7,2716659.903,2757281.277
neg-M535T438,1654079.563,1266428.62,1328858.031,1469394.963,2387197.821,1623461.248,663949.8798,588262.7567,879560.2672,832487.9271,1511516.962,208890.6781,192076.6335,183291.3991,500938.6143,297077.4014,423510.1066
neg-M535T47,604862.1024,501672.8152,436450.8096,376278.0748,794175.3947,621473.4899,542947.2636,582687.0583,253783.4839,504320.9261,612299.1972,1148037.204,649633.982,250592.0771,626411.0575,866935.5871,699212.8239
neg-M535T48,166463.6272,302155.0796,137488.9553,159668.2502,189776.0821,231486.2322,162699.518,134841.5387,200244.7019,158255.885,93833.72238,187420.8242,178031.8898,40455.67455,269867.1891,59104.58576,192535.5507
neg-M535T50,1944753.839,1921455.492,1618636.873,2400884.823,1577426.726,1676103.833,2003089.488,1614099.334,2062669.788,1490969.116,1720231.648,368790.0626,1558534.416,1910655.13,936029.7454,1856952.323,1242171.028
neg-M535T58,244863.2013,332467.0722,563228.8029,292924.6412,297262.5877,665986.8332,233152.8531,404418.4535,181429.1788,148845.0168,327619.1265,286835.8531,285847.4301,15745.75118,1015118.54,117006.1521,252935.7789
neg-M536T320,357338.0588,548208.8417,655744.086,745725.4236,620888.8834,495295.307,826418.6018,706460.3508,696747.0206,680284.1994,638656.2309,1021102.259,801163.1604,716140.6416,842287.0552,778599.7579,852162.4291
neg-M536T365,576946.8288,552930.1404,485287.0237,137169.5481,136050.5198,316357.8692,634987.4329,526340.3929,451951.9441,413035.6705,136329.0886,943552.6139,487468.7974,411835.7654,594789.1005,105641.4775,546747.0321
neg-M537T183,233170.6641,360896.8198,244241.6887,300393.9908,225799.2174,183900.425,83486.80443,156447.6933,186826.6808,297546.5796,253984.1112,438401.1202,290680.4792,234039.7955,469230.3493,591209.9335,292391.1738
neg-M537T252,157902.1045,89389.27017,284914.8262,390126.946,170316.304,84981.95412,71383.39709,63906.74839,101244.8396,92503.19654,112932.3801,28182.67569,7845.185542,32970.56773,4397.394845,16112.08047,35224.0002
neg-M537T355,86287225.15,85543590.98,81895379.99,77954021.78,74904420.48,81137644.09,99455146.36,88521318.91,89399675.42,80768163.79,83348586.02,112238757.8,123020504.5,88593633.3,100200772.7,89613774.99,92269434.25
neg-M537T49,1261579.796,673571.1734,576796.6923,514769.6968,677565.4216,1109649.972,393002.9665,493909.492,474125.5871,436296.6999,424297.2714,2084786.505,409046.7669,1175124.105,1610630.893,1174268.466,1183313.116
neg-M537T50_1,1843449.523,1054790.661,1049875.999,1043437.186,868419.2205,822811.961,1192022.778,1128643.12,1283096.769,1059448.523,1198493.479,160046.2126,1038673.718,1838909.29,384738.1818,1289448.604,787749.1799
neg-M537T50_2,4858929.13,1535958.607,1265103.931,2411751.302,1367498.078,909980.8235,1876420.881,1648602.527,1674586.01,1685623.738,1654269.825,177181.556,1695166.135,4609050.278,325973.3228,3952713.818,539094.8846
neg-M537T504,1449022.135,3141368.836,2503830.187,3936601.905,5427704.895,4793105.945,2551485.745,2012603.211,2352802.062,4592801.786,5334868.199,2808545.669,1706386.102,3159932.64,2496191.028,4259174.746,5244579.06
neg-M537T558,196262.5567,222487.9928,245416.2036,84067.03689,83262.89818,55667.00947,258409.4894,187290.6215,246139.2508,118895.1758,63691.38238,255620.4487,211132.6714,153736.4983,127261.8031,67530.95029,77727.42411
neg-M538T245,172697.0133,114649.2736,29065.1422,16740.7072,12324.31521,79129.59561,142471.6659,150802.7933,97208.05572,104920.5988,210106.6862,119888.4494,277259.1998,393709.5892,30750.30368,161243.7935,353122.1491
neg-M538T320,805020.2264,1098912.161,1405877.238,1448329.978,1090878.228,1014285.711,1539614.277,1520982.857,1397786.701,1364771.178,1097928.967,1708170.448,1375833.772,1245125.885,1575109.538,1191266.031,1355219.669
neg-M538T355,23214256.27,23115667.54,22018969.89,20784986.77,20087257.44,21800439.61,26620315.09,39482642.89,25698707.5,21661731.35,22529348.2,30370599.92,31871705.56,22649377.55,28735853.34,24987857.31,24678390.03
neg-M538T376,758346.0088,1085538.76,1146787.191,673377.5668,689980.7785,1116511.181,773185.0376,968794.9716,872168.6266,835375.3942,618756.0037,1749350.322,930682.02,582161.7738,703438.3617,499077.0031,757944.2387
neg-M539T197,19031.52541,38109.60103,380600.6187,279562.4016,95994.69058,278469.3191,131355.8281,97052.4597,132631.3151,136958.6443,135367.967,77523.90247,85754.7477,207526.4839,9216.786381,18097.39357,251409.6779
neg-M539T320,248426.5394,266845.2227,348102.2017,395497.347,278451.0437,260297.72,367974.5043,315539.3222,309725.4243,343817.4686,317702.618,464796.2744,375158.2758,330673.2211,500418.1796,289854.9007,318031.481
neg-M539T355,4903612.995,4323696.288,4276908.218,4804168.722,3682623.842,3939299.923,5664993.21,4111987.867,7359436.401,3967103.9,3932276.316,6486446.848,5890602.989,4250304.927,5261852.346,4378363.276,4312041.091
neg-M539T374,159983.7596,488155.3122,324271.748,181002.1392,208331.769,227671.9124,349330.9554,171168.8934,80725.31401,243873.3293,189475.2316,397240.1202,228344.4008,181358.4459,200758.474,174565.1402,356430.801
neg-M539T479,2599654.352,1526593.728,1335871.442,1449578.129,1159322.337,954178.2885,1514624.264,1459632.065,1009401.162,894831.8887,643554.7193,561613.4092,455885.7835,366991.5117,505096.0911,218400.5723,294771.7449
neg-M539T48,394923.0364,980137.19,756087.3649,896885.9917,805779.1434,1542714.224,699738.424,635279.8418,640003.511,634562.6984,490625.3453,2215038.526,536758.8329,245130.6921,2044989.44,204463.5142,1353280.824
neg-M539T50,235476.5427,248964.3544,171608.0659,214415.1404,589171.0781,1193382.157,563936.4355,418555.6663,195962.9991,546153.4562,205148.8041,1497932.402,237429.1033,250157.433,1579711.924,262121.7149,1108078.806
neg-M539T562,28210.73335,42869.14455,478841.658,315347.0228,117068.7737,299346.4086,89052.21704,131744.1492,171213.1316,180679.9547,152314.4985,116717.1689,121699.6169,249781.6761,39806.75065,28956.14831,371601.135
neg-M540T197,7816.664605,12105.31865,136943.9413,91719.10746,34507.13706,73016.87373,24767.34257,42120.99982,35461.55714,49649.47924,37248.40541,40959.02756,31913.68305,63717.53526,3237.524094,20278.3882,106244.6824
neg-M540T198,11870.94825,43377.3225,279440.8952,192514.3113,67640.14391,171567.6543,83603.07805,94389.03975,60543.45244,111229.3394,113341.2754,38088.94116,34576.93009,123013.1721,5648.64254,11081.87118,177187.3213
neg-M540T272,86104.23188,45818.65484,96707.34637,113548.6004,59589.60472,36014.95773,39022.31986,57256.46822,37452.89808,27629.22379,24715.54462,22313.88591,28924.98919,77870.41449,16924.63962,20359.55146,30761.88665
neg-M540T276,82420.84759,55355.68994,130288.3769,36135.01358,58106.19904,49756.60925,51200.96124,39806.30338,45256.23676,68157.32825,64833.38227,38638.80186,31701.87521,159635.2883,68278.82405,104307.558,112014.189
neg-M540T328,4838109.844,6274666.434,5623743.313,9758315.808,4790845.828,4489311.086,3919455.966,3840170.68,4058278.06,4955049.128,4696544.295,2897874.638,2329393.134,2564102.157,3906125.018,3110156.334,3233944.52
neg-M540T355,25163898.7,27536961.32,26415305.19,25682905.31,24090482.24,26268635.21,30449503.03,28728015.76,28343788.91,42221082.26,26681546.52,38361014.22,41450134.31,25857078.5,31858736.18,27512443.64,29108791.81
neg-M540T379,5222018.844,4322580.427,4197172.398,5170960.73,6295542.912,5719787.749,7090011.112,6684011.308,6300090.062,5260687.024,4522587.368,10912182.92,5918703.799,4797570.813,7347278.714,5299236.482,6102487.028
neg-M540T478,599798.1128,474699.0394,401424.0328,396228.5079,316804.7438,288240.9586,243730.7565,188739.1579,233602.5956,213896.3875,124375.5738,74283.35964,58833.25248,47057.15771,101151.9082,88984.88738,55789.33435
neg-M540T562_1,8065.10627,27247.5701,346122.3363,257098.2486,80605.43477,259219.7796,78090.41679,82944.34016,100127.4884,130248.4452,96426.2422,119268.0069,47989.06345,239901.6839,21429.80043,13340.04181,296309.3961
neg-M540T562_2,21989.03398,16430.42955,176842.827,92749.39696,33294.24176,148604.2014,27091.4398,17868.89757,53017.84829,66049.64918,64083.93894,13598.04523,39724.12959,126980.4191,3851.68935,11814.12891,108123.5664
neg-M541T329,1264919.464,1760947.606,1842196.756,2540379.735,1342340.184,1304380.063,1170285.503,1082961.132,1056557.962,1250644.656,1111713.185,805064.5954,663439.8576,704714.7241,775720.5737,718814.916,667901.0727
neg-M541T355,7006616.169,9186297.5,7261042.134,10298154.74,6830954.337,7196502.979,8517113.075,7864055.041,7693388.217,7097708.648,6830891.907,9890391.963,11166927.14,7230291.938,9359158.704,7006410.301,7116321.293
neg-M541T380,1431037.046,2324205.923,1935350.807,1382224.846,1252734.963,1175538.38,1835981.081,2224908.597,2333722.857,1503936.567,1337885.426,3173200.606,1864811.106,1463953.707,2419717.441,1500752.373,2330012.762
neg-M541T47,415617.3855,595267.2001,563590.0748,411623.4029,474737.9838,801726.3517,164051.0976,314790.9043,213019.9311,322947.0609,503058.2355,768893.5372,359209.8653,391279.2516,886579.2673,443028.9748,678037.8801
neg-M542T274,13950.34496,27616.07201,44804.51009,34218.07792,28225.88203,34849.79219,55099.56019,67061.59999,64856.20151,67122.55696,72691.02644,49943.01901,26491.39521,41540.58099,33457.6517,5936.532398,529540.3836
neg-M542T355,1726848.354,1730680.147,1915116.856,1515502.08,1942642.686,1716748.476,1827124.876,1833878.126,2072166.3,2379706.961,1675679.485,3237336.012,2260704.598,1939881.134,2546107.181,2148690.68,1846732.892
neg-M542T380,70618.33921,208958.5675,188239.0141,80571.07828,117129.9148,167525.4853,240383.7129,109134.3802,153178.158,231631.0757,198975.1162,399615.7201,156849.0675,209748.2849,198364.9864,173001.8835,389954.4319
neg-M543T328,112083.3664,110334.3455,101665.789,73015.98943,29609.37105,74016.25763,63525.33657,46869.00267,66940.51897,49723.00146,37188.2385,56424.66381,10010.7474,28746.24163,12240.40407,21053.99079,13872.79862
neg-M543T355,166047.1137,173521.6246,132376.241,126061.9009,89726.94609,95543.47287,415166.3154,253519.7261,124808.3665,208505.817,306681.8807,237309.2485,337020.5461,163345.51,133875.8463,179818.0977,187311.2185
neg-M543T425,2599038.762,1824915.781,1642920.187,1297007.396,3899994.356,1203278.972,2509821.526,2485473.053,2275303.503,1830490.42,1601083.702,2870052.555,2166431.374,2101144.996,1251185.599,2184360.069,3312570.603
neg-M543T47,406240.9438,495700.3405,620045.0005,470459.1012,397110.4614,720895.1477,381624.2873,404630.3058,597330.0442,468126.2317,744996.567,247546.0629,447465.4178,300489.3226,303634.5283,455090.6438,584764.1086
neg-M543T50,2169260.308,3611711.202,3195276.483,3444325.31,3914300.779,4084794.237,3080291.322,2696107.098,3236483.29,4399754.158,3357080.585,2271693.669,2826390.421,2539972.491,2990781.366,2821975.186,3178492.215
neg-M544T285,1121170.582,1431710.771,2272046.329,1700568.403,1907066.986,2005952.937,4370441.322,3900527.299,4155788.39,4439500.148,4479374.616,5445264.081,2708562.491,3772551.019,5083623.582,2463731.065,27957981.54
neg-M544T424,923022.3513,633462.257,572660.042,378867.2717,481585.6987,319658.4349,796154.1951,826005.9644,862537.0637,601180.2514,459815.291,873422.297,773015.9776,689024.5923,400828.4565,742907.4424,1049618.642
neg-M544T50,191442.8158,424135.835,360142.6157,158742.5924,424884.3138,387536.4152,253054.3294,298140.1364,333995.6651,309180.1188,410673.9436,153410.0807,205752.6874,268011.3858,226793.9189,247538.0316,310295.2848
neg-M545T232,445974.969,981536.655,547597.1765,922528.2553,649873.2279,562080.2399,122283.0821,156114.5483,186489.9411,319126.0536,281938.2838,3219.975114,55376.92884,6641.524211,3669.548865,3374.703126,3338.911644
neg-M545T285,294326.3629,440379.1802,626074.0561,432659.0887,518218.3405,556559.9817,1240013.545,1107102.901,1230544.738,1263703.766,1179643.737,1523037.151,835175.6395,1114117.229,1511930.609,689291.028,7627302.41
neg-M545T424,108902.9953,76599.08953,46317.34414,47546.42401,102063.3822,24671.17609,154626.4238,137242.3541,124776.6586,112331.1472,36083.13214,144515.275,94078.21962,133729.068,29378.68373,39205.87714,87769.29219
neg-M545T48,287414.0449,380263.7244,323477.1724,401305.4164,417156.3662,286844.0023,443977.5414,407172.8035,418614.5071,284237.0455,376467.2732,117802.8444,388504.8301,227979.5625,159370.8328,235394.8535,198655.0081
neg-M545T50,966044.6807,1334800.374,1070591.15,1231225.729,1172199.998,1424412.297,946885.1141,941899.0482,1246510.689,874164.1798,1572485.513,861874.0314,925352.2448,929042.1043,755937.9371,1103371.784,1006736.959
neg-M545T58,2042045.681,1078733.55,1899120.031,1900346.796,1585919.818,971271.3773,1131464.522,1035511.124,1655712.619,1463662.7,1638695.342,575730.8222,824799.3427,1070950.016,733858.3355,1217798.947,1369503.322
neg-M546T205,13615.12017,4375.091439,208879.7457,116789.3663,52305.33575,179988.0625,93961.75876,72867.46942,71732.06764,109182.7688,111252.9722,14379.62259,14609.52043,110259.0607,4696.46577,8883.358426,246618.3121
neg-M546T206_1,44095.72431,50633.60087,567381.8883,494666.5252,179924.9502,395151.649,216566.3658,230191.9078,223584.3789,177735.4467,208140.731,116944.2606,121023.8377,302116.0922,29792.19886,28851.38173,673801.1994
neg-M546T206_2,27385.59942,44171.42842,473182.7594,295874.6188,138508.9536,270127.0186,189592.5709,154548.2522,174422.6945,195068.9883,189931.5546,116139.5156,102832.6252,280032.4597,51609.84945,39662.65117,560366.1194
neg-M546T232,119190.672,268487.4889,141083.2414,223856.688,152998.7266,129578.2504,13563.97076,38803.00117,38175.66757,53955.60842,59941.47279,231522.4631,152817.3664,111304.2501,178458.358,145768.5864,121182.1139
neg-M546T285,10105.97197,47655.9651,100585.1256,41090.38363,63587.54965,57931.12015,218123.7839,186738.0515,225956.9425,220503.9129,181349.2857,275124.4237,108880.6033,156889.7132,259732.966,83083.47274,1382416.385
neg-M546T294,19171.84563,53626.58172,117619.0191,35376.78191,68688.12241,109795.2078,47538.14221,146120.8049,129196.3459,160681.4095,108054.7508,214980.6989,77458.19472,218714.3911,94805.90624,41638.17647,822499.3683
neg-M547T244,126421.2553,136503.7668,99468.63732,95659.72227,108740.513,147555.3416,111351.5355,155869.1588,121305.1223,125299.7535,130138.8936,218734.4482,186116.6293,143492.0454,146322.3154,180039.5193,179976.1548
neg-M547T47,1400906.745,1914511.791,1804925.604,2094488.49,2014651.65,1252631.427,1613603.039,1939317.185,2020113.779,1911989.141,1903822.931,314573.8896,1726693.489,1701908.105,705170.0577,2255719.542,855917.2967
neg-M547T477,650114.7374,682126.8048,735749.1499,909058.3896,742858.523,793895.9126,312043.6094,223401.3108,165689.1814,397230.1942,388338.2393,89315.24083,74449.92662,65612.91168,53880.71357,22640.31423,61693.38486
neg-M547T48,200416.6523,779098.9281,560405.2272,811336.0549,829770.4182,628096.0517,760385.1134,708670.3564,781277.672,726958.8057,660312.3094,177713.7345,552950.6712,587438.641,379245.0749,765121.871,503767.6963
